Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Post1_Morph_Compacity,4,0.8,True
Post1_IH_IntensityHistogramMode_Intensity,3,0.6,True
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,2,0.4,True
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,2,0.4,True
Pre_GLSZM_GreyLevelVariance,2,0.4,True
Post1_Morph_Asphericity,2,0.4,True
Post2_Morph_Compacity,2,0.4,True
Post2_GLCM_InverseVariance,2,0.4,True
Post2_IB_AreaUnderCurveCIVH,1,0.2,False
Post2_IB_MeanIntensity,1,0.2,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2,False
Post2_GLCM_AngularSecondMoment,1,0.2,False
Pre_IB_IntensityBasedEnergy,1,0.2,False
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,1,0.2,False
Post2_IH_AreaUnderCurveCIVH_Intensity,1,0.2,False
Post1_GLCM_Correlation,1,0.2,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
Post2_IH_IntensityHistogramMean_Intensity,1,0.2,False
Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Post2_IB_MinimumIntensity,1,0.2,False
Pre_GLCM_DifferenceVariance,1,0.2,False
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
Post2_NGTDM_Coarseness,1,0.2,False
Post1_IB_IntensityBasedEnergy,1,0.2,False
Post2_NGTDM_Busyness,1,0.2,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
Post1_GLCM_JointAverage,1,0.2,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2,False
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,1,0.2,False
Post2_IH_IntensityHistogramMedian_Intensity,1,0.2,False
Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2,False
Post1_IB_50thIntensityPercentile,1,0.2,False
Post1_GLCM_InverseVariance,1,0.2,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2,False
Post2_GLCM_Correlation,1,0.2,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1,0.2,False
Post2_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,1,0.2,False
Pre_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2,False
Pre_GLSZM_ZoneSizeVariance,1,0.2,False
Pre_IB_MinimumIntensity,1,0.2,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Pre_Morph_Compacity,1,0.2,False
Post2_IH_IntensityHistogram90thPercentile,1,0.2,False
Post2_IH_IntensityHistogramMode_Intensity,1,0.2,False
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2,False
