Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,3,0.6,True
Post1_Morph_Compacity,3,0.6,True
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,3,0.6,True
T2_IH_IntensityHistogramCoefficientOfVariation_Intensity,2,0.4,True
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,2,0.4,True
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,2,0.4,True
Pre_GLSZM_GreyLevelVariance,2,0.4,True
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,2,0.4,True
Pre_Morph_Compacity,2,0.4,True
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,2,0.4,True
T2_IB_MedianIntensity,2,0.4,True
T2_Morph_Compacity,2,0.4,True
Post1_IH_IntensityHistogramMode_Intensity,2,0.4,True
Post1_IH_IntensityHistogram25thPercentile,1,0.2,False
Post1_GLCM_Autocorrelation,1,0.2,False
T2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2,False
T2_IH_IntensityHistogram50thPercentile,1,0.2,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
Pre_IH_MaximumHistogramGradientGreyLevel_Intensity,1,0.2,False
Pre_IB_IntensityBasedEnergy,1,0.2,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2,False
T2_IH_IntensityHistogramRange_Intensity,1,0.2,False
Post1_GLCM_JointMaximum,1,0.2,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2,False
T2_IH_IntensityHistogramMode_Intensity,1,0.2,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Post1_GLRLM_LongRunHighGreyLevelEmphasis,1,0.2,False
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1,0.2,False
Post1_IB_IntensityBasedEnergy,1,0.2,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Post1_GLCM_SumAverage,1,0.2,False
Post1_GLCM_JointAverage,1,0.2,False
T2_GLCM_ClusterShade,1,0.2,False
T2_IB_MinimumIntensity,1,0.2,False
Pre_GLSZM_ZoneSizeVariance,1,0.2,False
T2_GLCM_SumVariance,1,0.2,False
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
T2_IH_IntensityHistogramKurtosis_Intensity,1,0.2,False
T2_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2,False
Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.2,False
Post1_Morph_SphericalDisproportion,1,0.2,False
