Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
LogisticRegression,0.7264678454630608,0.11439696246118154,0.6859375,0.7862595981374843,0.08143126382020516,0.7409766887920294,0.6694537346711259,0.07457199508536122,0.6666666666666666,0.7016360978203083,0.06616611138665464,0.6681250000000001,0.7425974025974027,0.1402895591198558,0.7241379310344828,0.7009994683678894,0.1779829431535081,0.65625,0.6907787864309602,0.06327530186306765,0.6885245901639344,0.7022727272727273,0.16861124537264915,0.68,16.8,16.8,2.4,12,18.0,18
SVM_Linear,0.7200962116033885,0.11091210582088136,0.6325000000000001,0.7708975105933185,0.08935014297715893,0.7072207603622678,0.6417857504814026,0.02843599624017517,0.6403508771929824,0.6751209463051568,0.04190512347289936,0.63375,0.7035714285714285,0.16193977212506622,0.676923076923077,0.7343328017012227,0.1701312145445164,0.6875,0.6825166781688521,0.03357947939203465,0.6821705426356589,0.615909090909091,0.20025809792646082,0.58,16.8,16.8,2.4,12,18.0,18
ExtraTrees,0.7057032848420407,0.11619531034332603,0.6515624999999999,0.7517135068019192,0.09552584915934391,0.6860501066932994,0.6541067628024149,0.08178402899545945,0.6491228070175439,0.6866653375863903,0.05692513066725169,0.6525000000000001,0.7367965367965368,0.14394085863265457,0.7142857142857143,0.6710579479000531,0.18194767237845177,0.625,0.6682983682983683,0.08512391577160222,0.6666666666666666,0.7022727272727273,0.151242178345064,0.68,16.8,16.8,2.4,12,18.0,18
SVM_RBF,0.7031831415085004,0.06915659388225241,0.6253124999999999,0.7280422119523978,0.09958268175561213,0.6855521254491097,0.6514471036210165,0.05152865804746486,0.6491228070175439,0.6749261411103517,0.02911452257473705,0.64375,0.7011188811188811,0.12467968206507546,0.6875,0.7276661350345561,0.1599380462226536,0.6875,0.687507894404446,0.05045606117956019,0.6875,0.6221861471861472,0.14513241230813376,0.6,16.8,16.8,2.4,12,18.0,18
RandomForest,0.6914736105645197,0.08935016807837985,0.6668749999999999,0.6942101759910712,0.09562480752243252,0.6606683480708541,0.6722885809842332,0.09496646467320259,0.6666666666666666,0.6886781347307662,0.08131585121330057,0.6681250000000001,0.7332356532356532,0.08813059265170381,0.7241379310344828,0.6953216374269006,0.22112997192782063,0.65625,0.684549122277317,0.10004006944230232,0.6885245901639344,0.6820346320346321,0.140369926256384,0.68,16.8,16.8,2.4,12,18.0,18
KNN,0.68379812018568,0.03166510443456551,0.6596875,0.7079259441146639,0.09213616223554867,0.6752551242037252,0.632832385006298,0.04913164018763488,0.631578947368421,0.6372241209083315,0.05046432601890079,0.6171875,0.6663370547581073,0.1315554327363122,0.6527777777777778,0.763625730994152,0.17595728392778923,0.734375,0.6838757092042214,0.06642439090893547,0.6911764705882353,0.5108225108225108,0.22035546294575165,0.5,16.8,16.8,2.4,12,18.0,18
GradientBoosting,0.6824441728747949,0.13817359828010778,0.599375,0.7503834039647191,0.09160423880774349,0.6714138043690376,0.5736118953510257,0.05368588983959765,0.5701754385964912,0.5978846738057265,0.058146475771013416,0.558125,0.6337198766146134,0.1268473289342096,0.6086956521739131,0.7114619883040936,0.2213444035001623,0.65625,0.629580765172969,0.07069656555085345,0.631578947368421,0.48430735930735935,0.20027084788108807,0.46,16.8,16.8,2.4,12,18.0,18
LightGBM,0.6759675359196889,0.091205253232469,0.6381249999999999,0.701199562285338,0.09918264572957236,0.671256704596385,0.661836714010627,0.07297932480611352,0.6578947368421053,0.6964486975013291,0.0619710255796488,0.6603125000000001,0.7393939393939394,0.1564059139462296,0.7192982456140351,0.6838064859117491,0.18756252582354524,0.640625,0.6774928774928775,0.0827265146679444,0.6776859504132231,0.7090909090909091,0.16167454753447588,0.68,16.8,16.8,2.4,12,18.0,18
XGBoost,0.6748409591471793,0.09488621584810085,0.620625,0.6923264185376541,0.11122834486135265,0.6516621671068565,0.6105459757633671,0.10299355341213508,0.6052631578947368,0.6416366674261411,0.07498624671521797,0.6003125,0.6765567765567766,0.1133378557621691,0.6507936507936508,0.7027538543328017,0.22225113298859303,0.640625,0.6481798201798202,0.10567805574109555,0.6456692913385826,0.5805194805194804,0.1747888771922076,0.56,16.8,16.8,2.4,12,18.0,18
NaiveBayes,0.668040624978424,0.11462186285492297,0.5771874999999999,0.7577025343556185,0.09092840261554902,0.6620218034680128,0.5612286264460178,0.12469713463785512,0.5614035087719298,0.5549546214019897,0.13525802165145878,0.535,0.6064709284523525,0.1526992795660766,0.5853658536585366,0.7753854332801702,0.1229934489866312,0.75,0.6597611266728914,0.08305148416512215,0.6575342465753424,0.33452380952380956,0.29614874916611256,0.32,16.8,16.8,2.4,12,18.0,18
