Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
LogisticRegression,0.8109523809523809,0.027754638888729765,0.7841269841269841,0.820531399914619,0.10741058645101105,0.790044305294159,0.7587535014005603,0.06132870752347174,0.7522123893805309,0.7553968253968254,0.06423601841630866,0.7488888888888889,0.7851515151515152,0.07883681463958365,0.7777777777777778,0.8069841269841269,0.1278959327520327,0.7777777777777778,0.7836538402781597,0.058678934216050437,0.7777777777777778,0.7038095238095238,0.14379533200236,0.72,9.2,9.2,4.48998886412873,4,10.0,14
SVM_RBF,0.795436507936508,0.04753199715284829,0.7511111111111111,0.8215311693564677,0.09227744347833343,0.7399468647053264,0.7082773109243696,0.06222990899598894,0.6991150442477876,0.7141269841269842,0.05762615286988209,0.690952380952381,0.7390546218487395,0.11952375454516143,0.7164179104477612,0.7982539682539682,0.15601357900988916,0.7619047619047619,0.7443210147384376,0.06997134532248303,0.7384615384615385,0.63,0.1661324772583615,0.62,9.2,9.2,4.48998886412873,4,10.0,14
SVM_Linear,0.7881746031746031,0.04346018991946226,0.7653968253968254,0.802178439809808,0.10692094393087959,0.7561359529614157,0.7242296918767508,0.0643780270058354,0.7168141592920354,0.7088888888888889,0.07300836745412786,0.7006349206349207,0.7201592215833702,0.11090761678085445,0.7066666666666667,0.8601587301587301,0.0976988962375047,0.8412698412698413,0.7720984719864177,0.057335825726057416,0.7681159420289855,0.5576190476190477,0.19827144178083325,0.56,9.2,9.2,4.48998886412873,4,10.0,14
RandomForest,0.7812698412698413,0.041478714409383236,0.7441269841269841,0.8106628123903103,0.1007519577566876,0.7480888268426142,0.7011344537815125,0.0707899501047567,0.6902654867256637,0.7128174603174602,0.06239094794509478,0.6871428571428572,0.7594932844932845,0.12399763364733385,0.7258064516129032,0.7515873015873016,0.17770690197151726,0.7142857142857143,0.7272244008714596,0.0787921914037535,0.72,0.674047619047619,0.1908098268503898,0.66,9.2,9.2,4.48998886412873,4,10.0,14
LightGBM,0.7666269841269842,0.05498092846006753,0.7420634920634921,0.7838969292348184,0.08413056827347555,0.7728386319948237,0.6739915966386554,0.10992891473828811,0.6637168141592921,0.679484126984127,0.10762308603182853,0.6695238095238095,0.7486363636363637,0.13058672429456017,0.7358490566037735,0.6430158730158729,0.11906920439231251,0.6190476190476191,0.6830657833215378,0.11056577685605477,0.6724137931034483,0.715952380952381,0.15077201181414693,0.72,9.2,9.2,4.48998886412873,4,10.0,14
GradientBoosting,0.7559920634920635,0.06848111888130236,0.6911111111111111,0.7891001345998397,0.13310415369760212,0.6932326688449573,0.7105182072829133,0.08932494222562722,0.6991150442477876,0.7217857142857144,0.08153389796897123,0.6930158730158731,0.7481289951878187,0.13827609202120497,0.7230769230769231,0.7728571428571429,0.10931012050098808,0.746031746031746,0.7453542872897712,0.0793105163648065,0.734375,0.6707142857142856,0.1579445638848358,0.64,9.2,9.2,4.48998886412873,4,10.0,14
ExtraTrees,0.7499603174603175,0.05299697885921023,0.713015873015873,0.7825660753758059,0.12363249698612384,0.7045730281552809,0.709327731092437,0.0940974430595203,0.6991150442477876,0.7205952380952381,0.09196204043422701,0.6971428571428572,0.7575213675213675,0.1541397009544571,0.7377049180327869,0.7361904761904763,0.09833278885791584,0.7142857142857143,0.7342905982905983,0.09263238873033364,0.7258064516129032,0.705,0.15825436627292291,0.68,9.2,9.2,4.48998886412873,4,10.0,14
XGBoost,0.7167063492063492,0.04245816638966033,0.7057142857142856,0.7630632790790186,0.10439220945172072,0.7145282856674279,0.6918907563025212,0.04071851319208117,0.6902654867256637,0.6873015873015873,0.048856926265802916,0.6871428571428572,0.7242424242424242,0.12110075279588477,0.7258064516129032,0.7326984126984126,0.13139406034128986,0.7142857142857143,0.7155867121384363,0.07924006241357134,0.72,0.641904761904762,0.14662955622032556,0.66,9.2,9.2,4.48998886412873,4,10.0,14
NaiveBayes,0.6861904761904761,0.0949620337602512,0.5498412698412698,0.7569992059166273,0.061581301889895176,0.6283185727640903,0.5812745098039216,0.10556706871791596,0.5663716814159292,0.5694047619047619,0.11180061009329759,0.5368253968253969,0.6303331451157538,0.14481378940370637,0.5813953488372093,0.8095238095238095,0.15649215928719032,0.7936507936507936,0.6815615241311835,0.05393486242471921,0.6711409395973155,0.3292857142857143,0.28547172243217017,0.28,9.2,9.2,4.48998886412873,4,10.0,14
KNN,0.6813095238095238,0.11660148270804835,0.6707936507936508,0.7119528450279226,0.1458835468666154,0.6830220976214083,0.6766106442577031,0.10899598432446558,0.6637168141592921,0.658968253968254,0.10432013637893417,0.655079365079365,0.6787301587301589,0.12228034074794737,0.6865671641791045,0.7369841269841271,0.16988547118048727,0.7301587301587301,0.702625162697758,0.14020738979624303,0.7076923076923077,0.5809523809523809,0.09141120866882127,0.58,9.2,9.2,4.48998886412873,4,10.0,14
