Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.017493030528467658,2
Post2_IH_IntensityHistogramMode_Intensity,Post2_IH_IntensityHistogramMode_Intensity,0.01719152078193668,3
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.016899261839716143,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.016317787014429923,2
Post2_GLCM_Autocorrelation,Post2_GLCM_Autocorrelation,0.012393887755603997,3
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.012117012935328452,2
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.010804595173238004,3
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.010244053448004449,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.00963492111129721,2
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.008246309235762955,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.005571325907415639,2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.001703981300790369,2
ADC_IB_AreaUnderCurveCIVH,ADC_IB_AreaUnderCurveCIVH,0.0012074673990900514,2
Pre_GLSZM_HighGrayLevelZoneEmphasis,Pre_GLSZM_HighGrayLevelZoneEmphasis,0.0004745317262875569,2
ADC_IB_IntensityVariance,ADC_IB_IntensityVariance,0.00037771638793638956,2
ADC_IB_RootMeanSquareIntensity,ADC_IB_RootMeanSquareIntensity,0.00018272578076738622,2
