Fold,Feature_Rank_in_Fold,Feature_Name
1,1,T2_GLRLM_LongRunHighGreyLevelEmphasis
1,2,Pre_GLSZM_GreyLevelVariance
1,3,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,4,Pre_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
1,5,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
1,6,Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity
1,7,Pre_IB_IntensityBasedEnergy
1,8,Pre_IH_MaximumHistogramGradientGreyLevel_Intensity
1,9,T2_GLRLM_HighGreyLevelRunEmphasis
1,10,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
1,11,T2_GLSZM_NormalisedZoneSizeNonUniformity
1,12,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity
1,13,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,14,T2_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity
2,1,Pre_GLSZM_GreyLevelVariance
2,2,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity
2,3,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
2,4,Pre_Morph_Compacity
2,5,T2_Morph_Compacity
2,6,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,7,Pre_IH_MinimumHistogramGradient_Intensity
2,8,T2_IB_MinimumIntensity
2,9,Pre_Morph_SphericalDisproportion
2,10,T2_GLCM_JointVariance
2,11,T2_GLRLM_LongRunLowGreyLevelEmphasis
2,12,T2_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
2,13,Pre_GLCM_ClusterProminence
2,14,Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
3,1,T2_IH_MinimumHistogramGradientGreyLevel_Intensity
3,2,Pre_IB_IntensitySkewness
3,3,T2_IB_MinimumIntensity
3,4,Pre_GLCM_ClusterProminence
3,5,T2_GLCM_DifferenceEntropy
3,6,T2_GLSZM_GreyLevelNonUniformity
3,7,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
3,8,T2_GLCM_ClusterShade
3,9,T2_GLCM_JointMaximum
3,10,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
3,11,Pre_GLSZM_NormalisedZoneSizeNonUniformity
3,12,T2_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
3,13,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
3,14,Pre_GLSZM_LargeZoneHighGreyLevelEmphasis
4,1,Pre_IB_IntensitySkewness
4,2,Pre_Morph_Compacity
4,3,Pre_GLSZM_GreyLevelVariance
4,4,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,5,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
4,6,T2_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity
4,7,T2_IB_MinimumIntensity
4,8,Pre_GLCM_ClusterShade
4,9,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
4,10,T2_GLRLM_LongRunsEmphasis
4,11,T2_IH_IntensityHistogramKurtosis_Intensity
4,12,T2_GLCM_SumVariance
4,13,Pre_GLSZM_SmallZoneHighGreyLevelEmphasis
4,14,T2_Morph_Compacity
5,1,T2_GLSZM_NormalisedZoneSizeNonUniformity
5,2,T2_GLRLM_LongRunHighGreyLevelEmphasis
5,3,Pre_GLSZM_GreyLevelVariance
5,4,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
5,5,Pre_Morph_Compacity
5,6,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
5,7,Pre_IH_IntensityHistogramMode_Intensity
5,8,T2_IB_MedianIntensity
5,9,Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
5,10,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,11,T2_GLCM_NormalisedInverseDifference
5,12,T2_IB_50thIntensityPercentile
5,13,T2_Morph_Compacity
5,14,Pre_GLSZM_LargeZoneHighGreyLevelEmphasis
