feature,nan_count,inf_count,variance,is_constant,is_near_zero_variance
ADC_Morph_Volume_cm3,0,0,234.2642555384134,False,False
ADC_Morph_ApproximateVolume_cm3,0,0,234264255.53841332,False,False
ADC_Morph_voxelsCounting_vx,0,0,549.9982841074935,False,False
ADC_Morph_SurfaceArea_cm2,0,0,12.159495092313541,False,False
ADC_Morph_SurfaceToVolumeRatio_cm,0,0,9.2777954826795,False,False
ADC_Morph_Compacity,0,0,2.349723394544656e-05,False,False
ADC_Morph_Compactness1,0,0,0.01279559080233592,False,False
ADC_Morph_Compactness2,0,0,0.023930980093754863,False,False
ADC_Morph_SphericalDisproportion,0,0,0.00523200006475962,False,False
ADC_Morph_Sphericity,0,0,0.023930980093754856,False,False
ADC_Morph_Asphericity,0,0,13.612844011030065,False,False
ADC_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0,0,0.0829433499883265,False,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,0.031162644937559304,False,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,1.4940381877926825,False,False
ADC_Morph_CentreOfMassShift_mm,0,0,0.028291591441543817,False,False
ADC_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.013291569615415907,False,False
ADC_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.3074700143374014,False,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0,0,0.007010652242659762,False,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,0.0035983099050443733,False,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,1.7674627015754838,False,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0,0,0.09349356016323006,False,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,0.05268116340559021,False,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,3.0698748425090145,False,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0,0,0.12783719800979815,False,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,0.0484943102870866,False,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,2.6503166707355237,False,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0,0,0.10664405937422629,False,False
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,0.03768981232096803,False,False
ADC_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,126.66727791618877,False,False
ADC_Morph_Maximum3DDiameter_mm,0,0,61.32432649197125,False,False
ADC_Morph_SphereDiameter_mm,0,0,454493613338954.1,False,False
ADC_Morph_IntegratedIntensity_Intensity,0,0,435398.5565900508,False,False
ADC_IB_MeanIntensity,0,0,19189092646.659588,False,False
ADC_IB_IntensityVariance,0,0,3.130767470487898,False,False
ADC_IB_IntensitySkewness,0,0,326.5935471149286,False,False
ADC_IB_IntensityKurtosis,0,0,477289.1048997367,False,False
ADC_IB_MedianIntensity,0,0,275742.58490672015,False,False
ADC_IB_MinimumIntensity,0,0,373695.0640102186,False,False
ADC_IB_10thIntensityPercentile,0,0,430393.52730442135,False,False
ADC_IB_25thIntensityPercentile,0,0,477289.1048997367,False,False
ADC_IB_50thIntensityPercentile,0,0,521829.6059824361,False,False
ADC_IB_75thIntensityPercentile,0,0,558866.3163071768,False,False
ADC_IB_90thIntensityPercentile,0,0,30753.609490539973,False,False
ADC_IB_StandardDeviation,0,0,666418.9971238781,False,False
ADC_IB_MaximumIntensity,0,0,90035.14198519885,False,False
ADC_IB_IntensityInterquartileRange,0,0,584011.9808124966,False,False
ADC_IB_IntensityRange,0,0,22447.642401370696,False,False
ADC_IB_IntensityBasedMeanAbsoluteDeviation,0,0,14953.739707486406,False,False
ADC_IB_IntensityBasedRobustMeanAbsoluteDeviation,0,0,21988.0230153122,False,False
ADC_IB_IntensityBasedMedianAbsoluteDeviation,0,0,0.9428688903131172,False,False
ADC_IB_IntensityBasedCoefficientOfVariation,2,0,0.11251136701759425,False,False
ADC_IB_IntensityBasedQuartileCoefficientOfDispersion,0,0,1414782113.6734428,False,False
ADC_IB_AreaUnderCurveCIVH,0,0,1.019552792215074e+21,False,False
ADC_IB_IntensityBasedEnergy,0,0,417568.1398110302,False,False
ADC_IB_RootMeanSquareIntensity,0,0,454410153.8795599,False,False
ADC_IB_TotalLesionGlycolysis,0,0,132.3777843891092,False,False
ADC_IH_IntensityHistogramMean_Intensity,0,0,1792.7025670380965,False,False
ADC_IH_IntensityHistogramVariance_Intensity,2,0,3.062423470946432,False,False
ADC_IH_IntensityHistogramSkewness_Intensity,2,0,311.491886295623,False,False
ADC_IH_IntensityHistogramKurtosis_Intensity,0,0,144.90061868587986,False,False
ADC_IH_IntensityHistogramMedian_Intensity,0,0,82.25217323204636,False,False
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,0,0,112.38468165087322,False,False
ADC_IH_IntensityHistogram10thPercentile,0,0,129.36063904769364,False,False
ADC_IH_IntensityHistogram25thPercentile,0,0,144.90061868587986,False,False
ADC_IH_IntensityHistogram50thPercentile,0,0,158.8855822695591,False,False
ADC_IH_IntensityHistogram75thPercentile,0,0,172.61461351711176,False,False
ADC_IH_IntensityHistogram90thPercentile,0,0,9.44914748851225,False,False
ADC_IH_IntensityHistogramStd_Intensity,0,0,204.3262589082935,False,False
ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity,0,0,195.82786435899447,False,False
ADC_IH_IntensityHistogramMode_Intensity,0,0,27.38695277625499,False,False
ADC_IH_IntensityHistogramInterquartileRange_Intensity,0,0,178.31419844936954,False,False
ADC_IH_IntensityHistogramRange_Intensity,0,0,6.899623438125357,False,False
ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,0,0,4.937857469702439,False,False
ADC_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0,0,6.793642307500163,False,False
ADC_IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,0,0,0.1058535943080455,False,False
ADC_IH_IntensityHistogramCoefficientOfVariation_Intensity,0,0,0.06047308551802979,False,False
ADC_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0,0,0.11944970848756352,False,False
ADC_IH_IntensityHistogramEntropyLog10_Intensity,0,0,1.3181521717064386,False,False
ADC_IH_IntensityHistogramEntropyLog2_Intensity,0,0,430331.2516984556,False,False
ADC_IH_AreaUnderCurveCIVH_Intensity,0,0,0.043183875145861327,False,False
ADC_IH_Uniformity_Intensity,0,0,0.0003476840306617908,False,False
ADC_IH_RootMeanSquare_Intensity,0,0,1352430.5507087472,False,False
ADC_IH_MaximumHistogramGradient_Intensity,0,0,138.92505286240112,False,False
ADC_IH_MaximumHistogramGradientGreyLevel_Intensity,0,0,1022989.0675855589,False,False
ADC_IH_MinimumHistogramGradient_Intensity,0,0,239.67797008379668,False,False
ADC_LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity,0,0,0.05617475171298304,False,False
ADC_GLCM_JointMaximum,0,0,135.907797361129,False,False
ADC_GLCM_JointAverage,0,0,1733.8497426810875,False,False
ADC_GLCM_JointVariance,0,0,4.1437172664200315,False,False
ADC_GLCM_JointEntropyLog2,0,0,0.3754997564844724,False,False
ADC_GLCM_JointEntropyLog10,0,0,1.1359755479524452,False,False
ADC_GLCM_DifferenceAverage,0,0,26.3498187317024,False,False
ADC_GLCM_DifferenceVariance,0,0,4.437616447226937,False,False
ADC_GLCM_DifferenceEntropy,0,0,543.6311894288103,False,False
ADC_GLCM_SumAverage,0,0,25525.822174652447,False,False
ADC_GLCM_SumVariance,0,0,9.604482153196846,False,False
ADC_GLCM_SumEntropy,0,0,0.04476922330294738,False,False
ADC_GLCM_AngularSecondMoment,0,0,131.36700560757413,False,False
ADC_GLCM_Contrast,0,0,1.1359755479524452,False,False
ADC_GLCM_Dissimilarity,0,0,0.021656269919679286,False,False
ADC_GLCM_InverseDifference,0,0,0.0007291252404144211,False,False
ADC_GLCM_NormalisedInverseDifference,0,0,0.028306061322955985,False,False
ADC_GLCM_InverseDifferenceMoment,0,0,0.00010459174663850749,False,False
ADC_GLCM_NormalisedInverseDifferenceMoment,0,0,0.01150124559135854,False,False
ADC_GLCM_InverseVariance,0,0,0.02340424287988713,False,False
ADC_GLCM_Correlation,0,0,236506.22005464867,False,False
ADC_GLCM_Autocorrelation,0,0,25525.822174652447,False,False
ADC_GLCM_ClusterTendency,0,0,8886980.729291117,False,False
ADC_GLCM_ClusterShade,0,0,75248041813.11922,False,False
ADC_GLCM_ClusterProminence,0,0,0.017853389682246302,False,False
ADC_GLRLM_ShortRunsEmphasis,0,0,26.92002653124938,False,False
ADC_GLRLM_LongRunsEmphasis,0,0,0.05314596694236947,False,False
ADC_GLRLM_LowGreyLevelRunEmphasis,0,0,223668.3767456937,False,False
ADC_GLRLM_HighGreyLevelRunEmphasis,0,0,0.007156574918576463,False,False
ADC_GLRLM_ShortRunLowGreyLevelEmphasis,0,0,170900.40934093346,False,False
ADC_GLRLM_ShortRunHighGreyLevelEmphasis,0,0,29.911429367349896,False,False
ADC_GLRLM_LongRunLowGreyLevelEmphasis,0,0,938995.3872481297,False,False
ADC_GLRLM_LongRunHighGreyLevelEmphasis,0,0,457476.1951001837,False,False
ADC_GLRLM_GreyLevelNonUniformity,0,0,18055774.211003873,False,False
ADC_GLRLM_RunLengthNonUniformity,0,0,0.020598280811069507,False,False
ADC_GLRLM_RunPercentage,0,0,1651.5229173941998,False,False
ADC_GLRLM_GreyLevelVariance,0,0,2.0629105795196336,False,False
ADC_GLRLM_RunLengthVariance,0,0,0.7028967296988607,False,False
ADC_GLRLM_RunEntropy,2,0,0.0055021275478699325,False,False
ADC_NGTDM_Coarseness,2,0,0.01959925664163455,False,False
ADC_NGTDM_Contrast,2,0,1.6393894755779326,False,False
ADC_NGTDM_Busyness,0,0,424917.23728642624,False,False
ADC_NGTDM_Complexity,0,0,93.90755934303138,False,False
ADC_NGTDM_Strength,0,0,0.017847675795416535,False,False
