feature,n_valid,mean_benign,mean_malignant,median_benign,median_malignant,shapiro_p_benign,shapiro_p_malignant,normal_in_both_classes,correlation_method,correlation_coefficient,correlation_p_value,class_difference_test,class_difference_stat,class_difference_p_value,cohen_d_malignant_minus_benign,correlation_q_value_fdr,class_difference_q_value_fdr
Post1_Morph_Compacity,113,15.721567458999997,17.73115889825397,15.726982465,16.5978999,0.00044230825815566875,2.918994187644891e-09,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.6451523332167705,0.0060698999103373135,0.008865826709081731
Post1_Morph_Compactness1,113,0.0363445694,0.03289159390476191,0.035873995000000006,0.033991625,0.0587632068655891,0.00035935746465764595,False,Spearman,-0.347400968432565,0.0001632583448752355,Mann_Whitney_U,2211.0,0.00023910467553420368,-0.7292680203011069,0.0060698999103373135,0.008865826709081731
Post1_Morph_Compactness2,113,0.47494428242000003,0.3939713005079365,0.4572585355,0.410531127,0.08104169770253336,0.06437580002156365,True,Pearson_point_biserial_equivalent,-0.3503044828013372,0.00014258579355646967,Welch_t_test,3.9813975129899664,0.0001240353678291465,-0.746311853326847,0.0060698999103373135,0.008865826709081731
Post1_Morph_SphericalDisproportion,113,1.29581504624,1.3999829243968251,1.298014273,1.345502894,0.0013300341966999347,1.7152705591341838e-08,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.6633359314718528,0.0060698999103373135,0.008865826709081731
Post1_Morph_Sphericity,113,0.7760764497000001,0.7248480635238094,0.7704076195,0.743216536,0.037416169834816514,4.709697243546706e-05,False,Spearman,-0.347400968432565,0.0001632583448752355,Mann_Whitney_U,2211.0,0.00023910467553420368,-0.7198444032577933,0.0060698999103373135,0.008865826709081731
Post1_Morph_Asphericity,113,0.29581504624,0.3999829243968255,0.298014273,0.345502894,0.0013300341966999026,1.7152705591341838e-08,False,Spearman,0.347400968432565,0.0001632583448752355,Mann_Whitney_U,939.0,0.00023910467553420368,0.6633359314718551,0.0060698999103373135,0.008865826709081731
Pre_Morph_Compacity,113,15.725971691799998,17.73115889825397,15.726982465,16.5978999,0.0004486820754049963,2.918994187644891e-09,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6439152546197775,0.0060698999103373135,0.008865826709081731
Pre_Morph_Compactness1,113,0.03633255354,0.03289159390476191,0.035873995000000006,0.033991625,0.06092036468666679,0.00035935746465764595,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7272389022238462,0.0060698999103373135,0.008865826709081731
Pre_Morph_Compactness2,113,0.47460927444000006,0.3939713005079365,0.4572585355,0.410531127,0.08330041721178028,0.06437580002156365,True,Pearson_point_biserial_equivalent,-0.34931606597421794,0.00014933330232111064,Welch_t_test,3.9696651168305706,0.00012944107548970457,-0.7439129297144583,0.0060698999103373135,0.008865826709081731
Pre_Morph_SphericalDisproportion,113,1.2960647178599998,1.3999829243968251,1.298014273,1.345502894,0.001356424923896451,1.7152705591341838e-08,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6619667662314678,0.0060698999103373135,0.008865826709081731
Pre_Morph_Sphericity,113,0.7759094775800002,0.7248480635238094,0.7704076195,0.743216536,0.0387696991581766,4.709697243546706e-05,False,Spearman,-0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,2210.0,0.00024457452990570293,-0.7179439686690512,0.0060698999103373135,0.008865826709081731
Pre_Morph_Asphericity,113,0.29606471786,0.3999829243968255,0.298014273,0.345502894,0.0013564249238965144,1.7152705591341838e-08,False,Spearman,0.3468547404947779,0.00016744551476792588,Mann_Whitney_U,940.0,0.00024457452990570293,0.6619667662314687,0.0060698999103373135,0.008865826709081731
ADC_Morph_SurfaceToVolumeRatio_cm,113,15.733274678599999,17.447170453650795,15.726860935000001,16.51665418,0.00027911823858367443,4.843618517710724e-09,False,Spearman,0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,1024.0,0.0014611362366316316,0.5808225912592531,0.02621949027275149,0.031952609462298664
ADC_Morph_Compacity,113,0.0363126684,0.033330295095238084,0.035874272,0.03415883,0.025598333558107252,0.0027696456561302047,False,Spearman,-0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,2126.0,0.0014611362366316316,-0.6404181277371055,0.02621949027275149,0.031952609462298664
ADC_Morph_Compactness1,113,0.47408010146,0.4038675506507937,0.457265593,0.41457988,0.02756545501304284,0.3362724032595336,False,Spearman,-0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,2126.0,0.0014611362366316316,-0.6466853412187941,0.02621949027275149,0.031952609462298664
ADC_Morph_Compactness2,113,1.296482293,1.3855461529523807,1.2980075869999999,1.341108534,0.000803526059666903,3.900350600152033e-08,False,Spearman,0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,1024.0,0.0014611362366316316,0.5954809843216622,0.02621949027275149,0.031952609462298664
ADC_Morph_SphericalDisproportion,113,0.77563068882,0.7314574642857143,0.7704115855,0.745651806,0.017587800442603174,0.00031740902989723356,False,Spearman,-0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,2126.0,0.0014611362366316316,-0.6351925589953669,0.02621949027275149,0.031952609462298664
ADC_Morph_Sphericity,113,0.296482293,0.3855461529523809,0.298007587,0.341108534,0.0008035260596669541,3.900350600152033e-08,False,Spearman,0.3009715937206655,0.0011984464224971865,Mann_Whitney_U,1024.0,0.0014611362366316316,0.5954809843216634,0.02621949027275149,0.031952609462298664
Post1_IH_IntensityHistogramMode_Intensity,113,10.9,16.174603174603174,12.0,16.0,0.009223580309961633,0.2942848638369158,False,Spearman,0.3008234511301131,0.0012054938056437466,Mann_Whitney_U,1025.0,0.0014690854925194787,0.6589739558980985,0.02621949027275149,0.031952609462298664
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,113,11.22,17.26984126984127,11.0,18.0,0.0011824090186873422,0.10342454738647683,False,Spearman,0.30263787163014677,0.0011217245601519135,Mann_Whitney_U,1022.5,0.0013746587877509755,0.6488801379095028,0.02621949027275149,0.031952609462298664
Post1_IH_Uniformity_Intensity,113,0.12829960925999997,0.07810227749206346,0.0854964055,0.058784142,6.756405165413453e-10,2.928240142494805e-11,False,Spearman,-0.29496308640500796,0.0015164815570945713,Mann_Whitney_U,2115.0,0.0018164740692907342,-0.4899055718299435,0.03141283225410184,0.035744930068295266
Post1_GLCM_JointMaximum,113,0.10064048414000001,0.04519726628571429,0.044179607,0.022023277,2.1343564596930283e-10,5.767901556662564e-12,False,Spearman,-0.29277817465385975,0.001649955298829934,Mann_Whitney_U,2111.0,0.0019642666031672003,-0.5006080826277621,0.03262411613595551,0.035744930068295266
Post1_IB_MaximumIntensity,113,523.259881896,645.1746445984127,506.0,631.0,0.1698123768843238,0.8986769816179726,True,Pearson_point_biserial_equivalent,0.2871329461280435,0.0020455908454096636,Welch_t_test,-3.1726446736319285,0.001972134072733532,0.5981532765158627,0.034399752002028744,0.035744930068295266
Post1_IB_IntensityRange,113,503.01460298000006,628.868538236508,498.000473,627.1200542,0.2273750520617893,0.9360655236140848,True,Pearson_point_biserial_equivalent,0.28699725491696193,0.002056077131155741,Welch_t_test,-3.172696708662905,0.0019709677765042456,0.5978452262621099,0.034399752002028744,0.035744930068295266
ADC_GLSZM_LowGrayLevelZoneEmphasis,113,339.3310506806,549.7096823173017,175.4603213,493.4606061,3.372672776927316e-07,2.327109371011365e-05,False,Spearman,0.2878627217711925,0.0019900190259299296,Mann_Whitney_U,1048.0,0.002337950098735724,0.4792746543857928,0.034399752002028744,0.03684557292775385
Post1_GLCM_AngularSecondMoment,113,0.048942300019999996,0.01599383473015873,0.012647176,0.005766469,2.6373378689320055e-12,5.737022129682018e-14,False,Spearman,-0.2884083511515634,0.0019493666984316265,Mann_Whitney_U,2103.0,0.002293472608109997,-0.4408222776821179,0.034399752002028744,0.03684557292775385
ADC_GLSZM_LargeZoneEmphasis,113,0.09755403124,0.03823072565079366,0.03018191,0.013143895,3.914866742033275e-12,3.3090530292080774e-14,False,Spearman,-0.2829466601090659,0.002392396229773778,Mann_Whitney_U,2093.0,0.002775781575255112,-0.3992820134283966,0.035269941914250785,0.03684557292775385
Post1_IH_IntensityHistogramMedian_Intensity,113,12.22,15.65079365079365,13.0,17.0,0.0033927546732412275,0.25261494612826985,False,Spearman,0.2799164130410952,0.00267565076590868,Mann_Whitney_U,1063.5,0.0030817759377149124,0.5649898617940307,0.035269941914250785,0.03684557292775385
Post1_IH_IntensityHistogram50thPercentile,113,12.22,15.65079365079365,13.0,17.0,0.0033927546732412275,0.25261494612826985,False,Spearman,0.2799164130410952,0.00267565076590868,Mann_Whitney_U,1063.5,0.0030817759377149124,0.5649898617940307,0.035269941914250785,0.03684557292775385
Post1_IH_IntensityHistogramMaximumGreyLevel_Intensity,113,24.74,30.317460317460316,24.0,30.0,0.13649237087957505,0.8490933746229862,True,Pearson_point_biserial_equivalent,0.28396093250829335,0.002303817726260392,Welch_t_test,-3.1333865526176727,0.002230693258943538,0.5909622833394496,0.035269941914250785,0.03684557292775385
Post1_IH_IntensityHistogramRange_Intensity,113,23.04,28.714285714285715,23.0,29.0,0.18590053581007476,0.8447730359468433,True,Pearson_point_biserial_equivalent,0.282026284253501,0.0024754235422101696,Welch_t_test,-3.1121264375189677,0.002382029217200236,0.586586795438361,0.035269941914250785,0.03684557292775385
Post1_GLCM_JointEntropyLog2,113,6.851036966800001,7.80768978842857,7.2557944945,7.9841104,0.0009504578118844598,0.00034753997071852613,False,Spearman,0.2802149320847576,0.002646461930692766,Mann_Whitney_U,1062.0,0.003050272080383417,0.5697674939883103,0.035269941914250785,0.03684557292775385
Post1_GLCM_JointEntropyLog10,113,2.0623676283799997,2.350348823142857,2.184211785,2.403456719,0.0009504578123461071,0.00034753997108301956,False,Spearman,0.2802149320847576,0.002646461930692766,Mann_Whitney_U,1062.0,0.003050272080383417,0.5697674939988011,0.035269941914250785,0.03684557292775385
Post1_IB_AreaUnderCurveCIVH,113,5447.963085356001,6929.182816617461,5770.712585,7439.964941,0.028114272438761436,0.4957683183787946,False,Spearman,0.2763913365202482,0.003042947632007678,Mann_Whitney_U,1069.0,0.0034761225094276284,0.5791521347798237,0.035806060293422384,0.03684557292775385
Post1_IB_RootMeanSquareIntensity,113,278.0230205578,349.6531683884127,292.9106471,369.2023396,0.28987880409604994,0.6028133776836568,True,Pearson_point_biserial_equivalent,0.2748962177670658,0.0032119855288223016,Welch_t_test,-3.0656898739699128,0.002731220538857423,0.570527650407798,0.035806060293422384,0.03684557292775385
Post1_IH_IntensityHistogramEntropyLog10_Intensity,113,1.1203280412,1.2707563656190477,1.1976187944999999,1.291644898,0.0005201373781899522,0.00014706824060840365,False,Spearman,0.2774837923958223,0.002924541236903893,Mann_Whitney_U,1067.0,0.0033492397406611942,0.5704985486442771,0.035806060293422384,0.03684557292775385
Post1_IH_IntensityHistogramEntropyLog2_Intensity,113,3.72164919558,4.221361272746032,3.9784035214999998,4.290751476,0.0005201373860959316,0.00014706823791556858,False,Spearman,0.2774837923958223,0.002924541236903893,Mann_Whitney_U,1067.0,0.0033492397406611942,0.5704985486868627,0.035806060293422384,0.03684557292775385
Post1_GLCM_SumEntropy,113,6.6315436308,7.72777486379365,7.2557944945,7.942881321,0.00019480992212230462,8.401320280234081e-05,False,Spearman,0.2758451085824612,0.0031037532261526,Mann_Whitney_U,1070.0,0.0035411906848995967,0.5785248895635299,0.035806060293422384,0.03684557292775385
Post1_IB_75thIntensityPercentile,113,326.657144967,415.8596990714285,336.1931305,444.7147827,0.4248016588316893,0.6249764396398438,True,Pearson_point_biserial_equivalent,0.2680185547082565,0.004103368466608075,Welch_t_test,-2.9790961048532822,0.0035575035930245098,0.5551335238784336,0.03690050373854653,0.03684557292775385
Post1_GLCM_JointAverage,113,12.74802927992,16.091346010936505,13.564092745,16.77924621,0.07237128624223871,0.4312956867052981,True,Pearson_point_biserial_equivalent,0.2685535475232599,0.004026823471505855,Welch_t_test,-2.993899947188793,0.0033991703305766693,0.5563276648009179,0.03690050373854653,0.03684557292775385
