Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.6452662721893491,0.6464544428571283,0.5449585660241398,0.7446859805762461,0.6603619060228774,0.6727973935454188,0.546289660656864,0.7908898176889947,0.6068376068376068,0.6038461538461538,0.6307692307692307,0.5769230769230769,0.6507936507936508,0.5555555555555556,0.640625,0.2068965517241379,0.2376906187356756,30,22,24,41,6.0,0.0
NaiveBayes,0.6355029585798817,0.6358961570413162,0.5295283919810125,0.7395096427788735,0.6557069154216687,0.6681065805627489,0.5401030053372837,0.787308238434458,0.6666666666666666,0.6423076923076924,0.8615384615384616,0.4230769230769231,0.6511627906976745,0.7096774193548387,0.7417218543046358,0.29659318637274545,0.2846474940334111,22,30,9,56,6.0,0.0
SVM_RBF,0.628698224852071,0.6294098483851183,0.5245811081030652,0.7299446849446849,0.6318949841559003,0.6449145898399138,0.5225848600132873,0.7727520923245479,0.6068376068376068,0.5846153846153846,0.7846153846153846,0.38461538461538464,0.6144578313253012,0.5882352941176471,0.6891891891891891,0.17529880478087645,0.2362345212013272,20,32,14,51,6.0,0.0
SVM_Linear,0.6139053254437871,0.6151007220110148,0.5127803640527522,0.7197051496032718,0.6282547363721128,0.6409674965314869,0.517138625823412,0.7689461039476287,0.5982905982905983,0.5826923076923076,0.7230769230769231,0.4423076923076923,0.618421052631579,0.5609756097560976,0.6666666666666666,0.168958742632613,0.24568042130738638,23,29,18,47,6.0,0.0
XGBoost,0.5662721893491124,0.5657441161292358,0.4650744416873449,0.6733991228070174,0.642614410046104,0.6487730769177764,0.52995555101884,0.7633867133293578,0.5213675213675214,0.523076923076923,0.5076923076923077,0.5384615384615384,0.5789473684210527,0.4666666666666667,0.5409836065573771,0.045454545454545525,0.32676010118128673,28,24,32,33,6.0,0.0
ExtraTrees,0.553698224852071,0.552811243556364,0.4449575526932084,0.6623129305228324,0.6318887108687863,0.6400856469415556,0.5161626095302996,0.7640859053152811,0.5555555555555556,0.5596153846153846,0.5230769230769231,0.5961538461538461,0.6181818181818182,0.5,0.5666666666666667,0.11698113207547167,0.2434138501177533,31,21,31,34,6.0,0.0
LightGBM,0.5492603550295858,0.5489117835493107,0.4473575595829196,0.6574120101596516,0.628339107186511,0.6351285597172138,0.5182188173250704,0.7527069462150536,0.5384615384615384,0.5423076923076923,0.5076923076923077,0.5769230769230769,0.6,0.4838709677419355,0.55,0.08301886792452828,0.3109853595440124,30,22,32,33,6.0,0.0
RandomForest,0.547337278106509,0.5470169612985089,0.4447685717522595,0.6554952090202695,0.6113286700820255,0.6198276994974655,0.4956016068099603,0.7383517865663651,0.5470085470085471,0.5480769230769231,0.5384615384615384,0.5576923076923077,0.603448275862069,0.4915254237288136,0.5691056910569106,0.09487666034155595,0.27253678068094955,29,23,30,35,6.0,0.0
KNN,0.5418639053254437,0.543079807976367,0.438494189609139,0.6509634038800705,0.5695761106105792,0.5796970924660879,0.4678586068715155,0.7004459924038118,0.5555555555555556,0.5192307692307693,0.8461538461538461,0.19230769230769232,0.5670103092783505,0.5,0.6790123456790124,0.040983606557377206,0.27011260344593674,10,42,10,55,6.0,0.0
GradientBoosting,0.5411242603550295,0.5408538106178307,0.43752994600601974,0.6449847002884611,0.6143115092387894,0.6214180462884169,0.4990604214132723,0.736334412440184,0.5555555555555556,0.5538461538461539,0.5692307692307692,0.5384615384615384,0.6065573770491803,0.5,0.5873015873015873,0.10687022900763354,0.2733613817375253,28,24,28,37,6.0,0.0
