Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
SVM_Linear,0.7902777777777777,0.0530966616650215,0.7653968253968254,0.7653968253968254,0.7686976270655493,0.8422650546375667,0.0862401070849618,0.8208081703889891,0.6828011204481793,0.0782271074574285,0.672566371681416,0.6942857142857144,0.0704878976405297,0.665079365079365,0.7269180492709905,0.1255006924746129,0.696969696969697,0.7728571428571429,0.1797750617141068,0.7301587301587301,0.7201451905626135,0.0847448143451841,0.7131782945736435,0.6157142857142858,0.1792501387583785,0.6,0.37006142006142,0.1524750327266171,0.3322153010701165,0.1949450820879718,8.0,8.0,3.5777087639996634,4,8.0,12,0.6622002716550788,0.8590987893825797,0.6645785069784709,0.923747222652202,0.5737704918032787,0.7670074531725016,0.5740740740740741,0.757676083429508,0.5070652173913047,0.8484936575052854,0.5762583461736005,0.8695652173913043,0.5607289719626168,0.8198917025003981,0.4901752190237797,0.7441860465116279,0.1459628416337954,0.5118483864329939,0.1573317574938586,0.2347080442576772,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,5,1.9047619047619047
KNN,0.7894047619047619,0.0466744270623365,0.741904761904762,0.741904761904762,0.7249980421332914,0.7982672852042295,0.1103277160143177,0.798228471546,0.6674649859943977,0.1152990276698236,0.6548672566371682,0.6827777777777778,0.0831455177547228,0.6677777777777778,0.7948562548562548,0.1063931749225034,0.7608695652173914,0.6084126984126984,0.233395737255007,0.5555555555555556,0.6405002405002405,0.1841317588869865,0.6422018348623854,0.7571428571428571,0.1587579340778062,0.78,0.353624270877792,0.1762607694632392,0.3241834074528447,0.2151254320944975,10.0,10.0,5.059644256269407,4,12.0,16,0.6207337988878304,0.8529368547661992,0.6124435705242837,0.905685079193582,0.5416571100917431,0.7622971108586268,0.5553952724416197,0.7721006388728551,0.53328125,0.9091248303934868,0.375,0.7307926829268291,0.4589540270848183,0.7742049068605179,0.6457589285714287,0.9,0.1091205093444368,0.5224236079297636,0.1715254546663016,0.2620913162209341,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,40,4,1.25
SVM_RBF,0.7878968253968254,0.0498422808511351,0.7749206349206348,0.7749206349206348,0.7748453285300336,0.8247229692924074,0.086021241339332,0.8210502211666859,0.7173249299719887,0.1006345706458599,0.7079646017699115,0.7097222222222221,0.1087320414620914,0.7092063492063492,0.7660822510822511,0.0791180347619839,0.7586206896551724,0.7249206349206349,0.1565530055202229,0.6984126984126984,0.7332798371337924,0.1021379783722927,0.7272727272727273,0.6945238095238095,0.18848001632345,0.72,0.411188080554461,0.2212964777461541,0.41413982717989,0.1937435590472652,8.0,8.0,3.5777087639996634,4,8.0,12,0.6693216181239338,0.8663916430033504,0.6557146302230238,0.9206281733075424,0.6176406649616368,0.7959233207846245,0.6172022366423541,0.7989673438845261,0.56,0.897100707371556,0.5645057899090158,0.8154166666666665,0.5882033248081843,0.8228571428571428,0.5869254658385095,0.8600277777777776,0.2341365623192132,0.5846408839779005,0.1560299228459468,0.233339850789373,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,21,5,1.9047619047619047
LogisticRegression,0.7872222222222222,0.0615037889026579,0.7834920634920635,0.7834920634920635,0.7807972433236745,0.8332451985674378,0.1076139068302028,0.827823797636029,0.6656582633053222,0.1177841887878177,0.6548672566371682,0.6585714285714286,0.1250363011033212,0.6553968253968254,0.7076123876123876,0.1303496625998153,0.7068965517241379,0.6761904761904762,0.1767116558754612,0.6507936507936508,0.6808020050125313,0.1379684656614525,0.6776859504132231,0.6409523809523809,0.1723612196019619,0.66,0.3104557458663225,0.2539978080536319,0.3076197957580519,0.1894456530016087,8.0,8.0,3.5777087639996634,4,8.0,12,0.6816438553793658,0.8694619920607467,0.6611968899781344,0.9259847434971664,0.5526088929219601,0.7482464028776976,0.551510865952866,0.7554808344640433,0.5,0.8657210272168566,0.5,0.802835764587525,0.5176470588235295,0.788235294117647,0.5127906976744186,0.8055779569892472,0.1021366633417971,0.4892022541198944,0.1548030010956429,0.2253387091858114,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,5,1.9047619047619047
SVM_RBF,0.7870238095238096,0.0523712713516499,0.7634920634920634,0.7634920634920634,0.7646252643120056,0.8277961534277691,0.0943693294675328,0.8141265422637611,0.7224229691876751,0.1065674889950392,0.7079646017699115,0.7210714285714286,0.1063156189558392,0.6988888888888889,0.7455555555555555,0.1093414631123781,0.7205882352941176,0.8214285714285714,0.1943715444814565,0.7777777777777778,0.7578835978835977,0.1084837254194747,0.7480916030534351,0.6207142857142858,0.2090085656112357,0.62,0.4299822184876802,0.2166594667616264,0.4019246190858059,0.1968119867492784,8.0,8.0,3.5777087639996634,4,8.0,12,0.6545491787373444,0.8607064775910365,0.639673816816659,0.9191995245675622,0.6101549802646855,0.8048832162050434,0.6094717828729824,0.7944845013477088,0.5276980874316941,0.8732438937421999,0.65,0.8947822141560796,0.6105263157894737,0.8500060386473429,0.4782608695652174,0.7857522796352582,0.2198562830029511,0.586883548985554,0.1528322578727206,0.2433240236045135,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,5,1.9047619047619047
LogisticRegression,0.7863095238095238,0.0584075221999177,0.7863492063492064,0.7863492063492064,0.7828334247004465,0.829885233136044,0.1037281558960198,0.8240181185669955,0.6823249299719888,0.1041689637954938,0.672566371681416,0.6728571428571428,0.11375499568186,0.6753968253968254,0.7278144078144079,0.0916438455778349,0.7321428571428571,0.6761904761904762,0.1767116558754612,0.6507936507936508,0.690827067669173,0.1238338332146311,0.6890756302521008,0.6695238095238095,0.1702965267686879,0.7,0.3398494996936342,0.232077364996124,0.3457987795337193,0.1895335812716083,8.0,8.0,3.5777087639996634,4,8.0,12,0.6857626488095238,0.870867170007978,0.6624222404402439,0.9256336633462644,0.5689655172413793,0.7699260118961264,0.5701180653337089,0.7752011161943491,0.5318982712765957,0.8870967741935484,0.5,0.802835764587525,0.529394861392833,0.7968779370300751,0.5535619300911855,0.8444444444444444,0.1387347715571042,0.5338000289027781,0.1563056876839701,0.223886880835294,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,21,5,1.9047619047619047
SVM_Linear,0.7828968253968254,0.0578859857994819,0.7723809523809524,0.7723809523809524,0.7699898190931161,0.837421274059045,0.0823440524425063,0.8249203053247107,0.6960364145658263,0.0879016813502134,0.6902654867256637,0.6996031746031746,0.0865174015500641,0.6933333333333334,0.7534132534132534,0.1126833195865667,0.75,0.6906349206349207,0.1600425113592537,0.6666666666666666,0.7057387057387057,0.1067449643878504,0.7058823529411765,0.7085714285714285,0.132588053144824,0.72,0.3850927111490492,0.1805939338561554,0.3811610076670317,0.1927769136032802,8.0,8.0,3.5777087639996634,4,8.0,12,0.671466784244562,0.8655248588484914,0.6679794810784753,0.9274898790423652,0.6019395001797914,0.7795308955024689,0.6021670388946918,0.7855495934788104,0.5651998597475456,0.8909090909090909,0.5245706479313037,0.8,0.5714285714285714,0.8085184605757195,0.6041666666666666,0.8431699346405227,0.199997043169722,0.5487200752914384,0.1554244803815329,0.2276494975164434,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,21,5,1.9047619047619047
KNN,0.7731746031746031,0.0663965379515576,0.7098412698412698,0.7098412698412699,0.7045187563630668,0.7865291244258323,0.1150045686139784,0.7692822748834021,0.666750700280112,0.0913894726773673,0.6548672566371682,0.6876984126984127,0.0567279913603442,0.6512698412698412,0.7555555555555555,0.1601051556688794,0.6935483870967742,0.7349206349206349,0.2422182695385745,0.6825396825396826,0.6868344216170303,0.1332470895670503,0.688,0.6404761904761905,0.2398033964193175,0.62,0.3558018609742747,0.1312668242513972,0.3019166798669412,0.2242740289954645,10.0,10.0,5.059644256269407,4,12.0,16,0.5655466219096335,0.8318933734037374,0.5875793802254224,0.8901624694692251,0.5257889117367923,0.7723669623059867,0.5251803812741314,0.7713939232409381,0.4727015437392796,0.8666911764705881,0.5,0.8478329664281783,0.5057471264367817,0.8125100806451613,0.4399848484848485,0.8,0.0490027042251738,0.5308566185005755,0.1781308335126591,0.2752071663330153,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,40,4,1.25
LogisticRegression,0.7617857142857144,0.0219991639594689,0.7501587301587301,0.7501587301587301,0.7460255305818781,0.8127274531661618,0.0750415164778034,0.803223118702906,0.6966106442577031,0.0800980575828841,0.6902654867256637,0.6973809523809524,0.0990816994684897,0.6912698412698413,0.7623809523809524,0.1375226223402127,0.7413793103448276,0.7161904761904762,0.15340068848284,0.6825396825396826,0.7154739996845261,0.0839082994910479,0.7107438016528925,0.6785714285714286,0.2140210005166117,0.7,0.3775890775890776,0.1983180792283995,0.3786331500392773,0.2036633930533989,10.0,10.0,5.059644256269407,4,12.0,16,0.6578947368421053,0.8430174050844511,0.6554329201548649,0.9124421145780468,0.6019395001797914,0.7810276003649635,0.600309466983222,0.7878804788961039,0.5470775225594752,0.9014142230431772,0.5576923076923077,0.8070175438596491,0.5769067796610169,0.8148148148148148,0.5592924714229405,0.8536585365853658,0.1975508373580883,0.5519003266531295,0.1685315417745802,0.2377380106449693,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,40,4,1.25
GradientBoosting,0.7591269841269842,0.0567618470579586,0.7442857142857143,0.7442857142857143,0.7399953011198999,0.7863102296603698,0.1235623330645409,0.7647959646371132,0.7005602240896358,0.0683443971217926,0.6902654867256637,0.7106349206349206,0.0358651136119992,0.6912698412698413,0.774017094017094,0.1332035309441952,0.7413793103448276,0.7236507936507937,0.2024306817209052,0.6825396825396826,0.7090727969348658,0.1119964684132428,0.7107438016528925,0.6976190476190476,0.1732705276062881,0.7,0.4045204678362573,0.0865488612255123,0.3786331500392773,0.2076035725790753,10.0,10.0,5.059644256269407,4,12.0,16,0.630700972790534,0.8492735918453131,0.5756580925225476,0.9034832170020972,0.5865178571428572,0.7978796603552606,0.5890273087892994,0.7951763067860267,0.5609756097560976,0.8823685857321651,0.525,0.8448336571151044,0.5681748035914703,0.8275996767241378,0.5499754901960785,0.8333333333333334,0.1775310127419956,0.5784880286377428,0.1688036504065125,0.245041256420383,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,40,4,1.25
