Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
ADC_IH_IntensityHistogramMedian_Intensity,4,0.8,True
Post2_IH_IntensityHistogramMode_Intensity,4,0.8,True
Post2_GLCM_Correlation,3,0.6,True
Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,2,0.4,True
ADC_Morph_SurfaceToVolumeRatio_cm,2,0.4,True
Post2_Morph_Compacity,2,0.4,True
Post2_IB_MaximumIntensity,2,0.4,True
ADC_GLSZM_SmallZoneEmphasis,1,0.2,False
Post2_GLSZM_SmallZoneEmphasis,1,0.2,False
ADC_GLCM_DifferenceAverage,1,0.2,False
Post2_GLCM_InverseVariance,1,0.2,False
Post2_Morph_SphericalDisproportion,1,0.2,False
ADC_GLSZM_GreyLevelVariance,1,0.2,False
Post2_Morph_Asphericity,1,0.2,False
Post2_IH_IntensityHistogramMaximumGreyLevel_Intensity,1,0.2,False
ADC_Morph_Compactness2,1,0.2,False
ADC_Morph_Sphericity,1,0.2,False
ADC_GLSZM_LowGrayLevelZoneEmphasis,1,0.2,False
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
ADC_GLSZM_LargeZoneHighGreyLevelEmphasis,1,0.2,False
Post2_IH_IntensityHistogram50thPercentile,1,0.2,False
ADC_GLCM_ClusterTendency,1,0.2,False
Post2_GLCM_DifferenceVariance,1,0.2,False
ADC_IB_MaximumIntensity,1,0.2,False
Post2_IB_50thIntensityPercentile,1,0.2,False
ADC_GLSZM_LargeZoneLowGreyLevelEmphasis,1,0.2,False
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2,False
ADC_IH_IntensityHistogramSkewness_Intensity,1,0.2,False
Post2_IB_MedianIntensity,1,0.2,False
ADC_IB_MedianIntensity,1,0.2,False
