Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Post2_IH_IntensityHistogramMode_Intensity,4,0.8,True
Post2_Morph_Compacity,4,0.8,True
Post2_IH_MinimumHistogramGradientGreyLevel_Intensity,3,0.6,True
T2_Morph_Compacity,3,0.6,True
T2_GLRLM_LongRunHighGreyLevelEmphasis,2,0.4,True
Post2_Morph_SphericalDisproportion,2,0.4,True
Post2_IH_IntensityHistogram50thPercentile,2,0.4,True
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
T2_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,1,0.2,False
Post2_IH_IntensityHistogram10thPercentile,1,0.2,False
T2_IB_IntensityBasedCoefficientOfVariation,1,0.2,False
Post2_Morph_SurfaceArea_cm2,1,0.2,False
T2_IB_MedianIntensity,1,0.2,False
T2_GLCM_NormalisedInverseDifference,1,0.2,False
T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,1,0.2,False
Post2_GLSZM_SmallZoneEmphasis,1,0.2,False
Post2_GLSZM_GreyLevelVariance,1,0.2,False
Post2_IH_IntensityHistogram25thPercentile,1,0.2,False
T2_GLSZM_GreyLevelNonUniformity,1,0.2,False
T2_IH_IntensityHistogramMode_Intensity,1,0.2,False
T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2,False
T2_IB_MinimumIntensity,1,0.2,False
Post2_GLSZM_LargeZoneEmphasis,1,0.2,False
T2_GLCM_DifferenceEntropy,1,0.2,False
Post2_IB_IntensitySkewness,1,0.2,False
T2_GLSZM_SmallZoneLowGreyLevelEmphasis,1,0.2,False
Post2_Morph_Asphericity,1,0.2,False
Post2_IH_IntensityHistogramMedian_Intensity,1,0.2,False
