Model,FS_METHOD,N_Outer_Folds,Mean_Selected_Features,Std_Selected_Features,Min_Selected_Features,Max_Selected_Features,Selected_Features_Per_Fold
LogisticRegression,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
SVM_RBF,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
SVM_Linear,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
RandomForest,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
GradientBoosting,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
ExtraTrees,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
KNN,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
NaiveBayes,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
XGBoost,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
LightGBM,mrmr_then_elasticnet_no_corr,5,7.2,3.6331804249169903,4,12,"[np.int64(4), np.int64(4), np.int64(6), np.int64(12), np.int64(10)]"
