Quad_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_RBF,0.8125,0.0353375188268145,0.765079365079365,0.848908421123077,0.0768116582334915,0.823823126081703,0.7053221288515406,0.0503961388430194,0.6991150442477876,0.6997222222222222,0.0590090973509069,0.6847619047619048,0.7326814362108479,0.1523948055183276,0.6986301369863014,0.8434920634920635,0.1760534287532116,0.8095238095238095,0.7505298142717497,0.0612029030718274,0.75,0.555952380952381,0.26281228050565,0.56,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,SVM_RBF,0.8057539682539682,0.0443603938804142,0.7806349206349207,0.8331315471256149,0.0887875471867106,0.8077187212172838,0.7403221288515406,0.0426288844643752,0.7345132743362832,0.7300396825396825,0.017958968939828,0.7309523809523809,0.7631060606060606,0.0875423287357464,0.7619047619047619,0.7812698412698413,0.1367786168327335,0.7619047619047619,0.7594125159642401,0.0661745659988261,0.7619047619047619,0.6788095238095238,0.1444561306976797,0.7,7.6,7.6,2.939387691339814,4,6.0,12,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,21,4,1.8095238095238095
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7751984126984126,0.0505294467978938,0.7536507936507937,0.8275829254247583,0.0986724001863703,0.8057047435726976,0.6692717086834735,0.0633198590185747,0.6637168141592921,0.6666269841269842,0.0566157901528664,0.655079365079365,0.7052777777777777,0.1250567772288419,0.6865671641791045,0.7592063492063492,0.1646021796666751,0.7301587301587301,0.7061067197909303,0.0862715872605777,0.7076923076923077,0.574047619047619,0.1939247346809799,0.58,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,NaiveBayes,0.7723809523809524,0.072223356000171,0.6704761904761904,0.772094769625662,0.1259429986367258,0.6893426755286183,0.6390756302521009,0.097524257817906,0.6371681415929203,0.6396428571428572,0.0875444313639479,0.6292063492063492,0.696111111111111,0.1358966564510249,0.6666666666666666,0.7147619047619048,0.1826042673875065,0.6984126984126984,0.6765491288817861,0.0906672971640453,0.6821705426356589,0.5645238095238095,0.2736193956870476,0.56,10.0,10.0,4.560701700396552,4,10.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,41,3,1.2195121951219512
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7088888888888889,0.0805114039611808,0.7028571428571428,0.7593533958069931,0.0627392567124961,0.7176178919088438,0.6523669467787115,0.1104422010656443,0.6371681415929203,0.6579365079365079,0.092663955870452,0.6312698412698412,0.6812012987012988,0.1080580940747068,0.671875,0.7125396825396825,0.1812781806660369,0.6825396825396826,0.6809516379496097,0.1193971345858321,0.6771653543307087,0.6033333333333333,0.0968389269755596,0.58,9.6,9.6,5.4258639865002145,4,6.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,38,3,1.263157894736842
ADC_Post1_Post2_Pre,ADC,Post1,Post2,Pre,LogisticRegression,0.7050396825396825,0.0754159958919986,0.7003174603174603,0.757038996030261,0.0635007789476729,0.7274361470563435,0.6489355742296918,0.1104722220325759,0.6371681415929203,0.6554365079365079,0.0971748831947345,0.6292063492063492,0.6696816908581614,0.0977240252689781,0.6666666666666666,0.7325396825396825,0.2048418694603254,0.6984126984126984,0.6827951103813172,0.1218931363777737,0.6821705426356589,0.5783333333333334,0.0674124947205222,0.56,9.6,9.6,5.4258639865002145,4,6.0,18,corr_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_Pre/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,38,3,1.263157894736842
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,SVM_RBF,0.806031746031746,0.0569692026262523,0.7780952380952381,0.8443411704912884,0.0811845202526454,0.8311314816169346,0.7278011204481794,0.0708334631429237,0.7168141592920354,0.7198412698412697,0.058590030168729,0.715079365079365,0.7569696969696971,0.0614008491729161,0.7540983606557377,0.7558730158730158,0.1432073309301907,0.7301587301587301,0.7462243731935201,0.0821445328363731,0.7419354838709677,0.6838095238095239,0.1201227641125939,0.7,7.6,7.6,5.276362383309167,4,6.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,4,1.4615384615384617
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,SVM_RBF,0.805,0.0604945187408085,0.765079365079365,0.8463073307070615,0.0796386459596914,0.8262420245015072,0.7194677871148459,0.0701795978382181,0.7079646017699115,0.7184126984126984,0.0580964307276316,0.6988888888888889,0.733048128342246,0.0908942422601371,0.7205882352941176,0.8125396825396825,0.1574747177235007,0.7777777777777778,0.7538003629764065,0.0801576780823613,0.7480916030534351,0.6242857142857143,0.1267811870419073,0.62,7.6,7.6,5.276362383309167,4,6.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,4,1.4615384615384617
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,SVM_RBF,0.7356746031746032,0.0907186947782128,0.7134920634920636,0.8092326726612071,0.104600723674625,0.7751387288777192,0.6730812324929972,0.0906263723945542,0.672566371681416,0.6678968253968254,0.1164640557908629,0.6630158730158731,0.7146428571428571,0.13147708731865,0.6911764705882353,0.7760317460317461,0.1492894061297213,0.746031746031746,0.7204087140929246,0.0752029690466527,0.7175572519083969,0.5597619047619047,0.2652496364078798,0.58,8.0,8.0,4.381780460041329,4,8.0,16,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,30,3,1.3333333333333333
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,RandomForest,0.7300793650793651,0.0470939300378475,0.7050793650793651,0.7812428343957165,0.0792545646726418,0.7419063454381019,0.6621288515406164,0.0549336678864675,0.6548672566371682,0.6671825396825397,0.0401201270010074,0.6533333333333333,0.741336898395722,0.1508644768186086,0.7,0.706984126984127,0.2030048894356849,0.6666666666666666,0.6798321891685737,0.1004526280933994,0.6829268292682927,0.6273809523809525,0.2365904830912317,0.64,8.0,8.0,4.381780460041329,4,8.0,16,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,30,3,1.3333333333333333
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,RandomForest,0.668968253968254,0.1222011938207929,0.6555555555555556,0.7763918097890977,0.1478989660043887,0.7565212720083148,0.6606582633053222,0.0930455562573264,0.6460176991150443,0.6415873015873016,0.0955706495487899,0.6474603174603175,0.7067171717171717,0.1303401794980837,0.7017543859649122,0.6579365079365079,0.2142327976990855,0.6349206349206349,0.6603524907586692,0.1410118359288521,0.6666666666666666,0.6252380952380951,0.2463226135213184,0.66,6.8,6.8,5.6,4,4.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,30,3,1.1333333333333333
ADC_Post1_Post2_T2,ADC,Post1,Post2,T2,GradientBoosting,0.6526190476190477,0.0947688838460549,0.6417460317460317,0.7027395601678512,0.1432477462524534,0.6923986118417351,0.645126050420168,0.056294029907262,0.6460176991150443,0.616388888888889,0.1013627229927099,0.6453968253968254,0.6984582668793194,0.1492413205181917,0.6949152542372882,0.6468253968253969,0.1507936507936507,0.6507936507936508,0.657411553963278,0.1010680397631095,0.6721311475409836,0.5859523809523809,0.3177732188119451,0.64,6.8,6.8,5.6,4,4.0,18,corr_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,30,3,1.1333333333333333
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,ExtraTrees,0.7451984126984127,0.0599020259130757,0.7203174603174602,0.7984424634760969,0.1250576352812932,0.7831694580285102,0.6529831932773109,0.0512643613371813,0.6548672566371682,0.6729761904761905,0.0465529469609422,0.6533333333333333,0.7174999999999999,0.1245101513041317,0.7,0.690952380952381,0.1511137788213234,0.6666666666666666,0.6803809523809523,0.0538700881246524,0.6829268292682927,0.655,0.1343296111973992,0.64,10.4,10.4,6.374950980203691,4,8.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,33,4,1.5757575757575757
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,SVM_Linear,0.7426984126984127,0.1100498066310494,0.7284126984126983,0.8050676802707615,0.1242883142582635,0.7850662571470493,0.6598459383753502,0.0679278581500937,0.6548672566371682,0.6731746031746031,0.0742666336911711,0.6533333333333333,0.7349673202614379,0.1644619004212279,0.7,0.6963492063492063,0.1558853000041043,0.6666666666666666,0.6854848216917182,0.07650145356455,0.6829268292682927,0.65,0.2,0.64,10.4,10.4,6.374950980203691,4,8.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,33,4,1.5757575757575757
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,LightGBM,0.731111111111111,0.0986302638613399,0.7428571428571429,0.7824336762152567,0.1172014333348001,0.7909706867668371,0.7086414565826331,0.137862184810206,0.7168141592920354,0.7138095238095238,0.1253250749116572,0.715079365079365,0.745,0.1805547008526778,0.7540983606557377,0.7299999999999999,0.2069651369222231,0.7301587301587301,0.7176414565826331,0.1473921157394655,0.7419354838709677,0.6976190476190476,0.1732705276062881,0.7,9.2,9.2,4.995998398718719,4,8.0,16,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,35,3,1.3142857142857145
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,SVM_RBF,0.7231746031746031,0.0809066942352958,0.6869841269841269,0.7718159501811295,0.1192601029846953,0.739482529306529,0.6764145658263306,0.0576708865613875,0.672566371681416,0.6831746031746031,0.0435493771359499,0.6588888888888889,0.7038095238095237,0.1337883392822078,0.6805555555555556,0.8149206349206348,0.1714597267397682,0.7777777777777778,0.7266666666666667,0.0695042372972149,0.725925925925926,0.5514285714285714,0.1828571428571428,0.54,9.2,9.2,4.995998398718719,4,8.0,16,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,35,3,1.3142857142857145
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,RandomForest,0.7115079365079364,0.1066579267016488,0.6580952380952381,0.7708227713128445,0.1250202145947413,0.6777300069708202,0.6476050420168068,0.0610105703972172,0.6460176991150443,0.6366269841269842,0.1254118686978217,0.6392063492063491,0.6981699346405228,0.102046553501575,0.676923076923077,0.7349206349206348,0.1809523809523809,0.6984126984126984,0.6893039049235993,0.0551112169151982,0.6875,0.5383333333333333,0.2986822912579704,0.58,14.0,14.0,3.3466401061363023,10,12.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,46,4,1.5217391304347827
ADC_Post1_Pre_T2,ADC,Post1,Pre,T2,RandomForest,0.6912301587301586,0.1415727312952945,0.66,0.7613347481729889,0.1443217655192253,0.7278871772771707,0.6373249299719888,0.1147430706895255,0.6283185840707964,0.6315873015873016,0.1527575950387596,0.6233333333333333,0.7054545454545454,0.1317915333565203,0.6666666666666666,0.7117460317460318,0.1860615394095939,0.6666666666666666,0.6771485570112572,0.0980540248692436,0.6666666666666666,0.5514285714285714,0.3292973347810115,0.58,14.0,14.0,3.3466401061363023,10,12.0,18,corr_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,46,4,1.5217391304347827
ADC_Post2_Pre_T2,ADC,Post2,Pre,T2,SVM_RBF,0.8052392344497609,0.0774529083729101,0.7370312499999999,0.8425928907512624,0.1154571475114857,0.7843902629131095,0.6771460423634336,0.099621854645887,0.6754385964912281,0.6885585175058859,0.1057575119158023,0.678125,0.7360805860805859,0.1232185649293737,0.7368421052631579,0.6753854332801701,0.1954596509504226,0.65625,0.683550390703266,0.1189767009782882,0.6942148760330579,0.7017316017316018,0.1651808737443739,0.7,12.8,12.8,5.6000000000000005,6,16.0,18,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,38,4,1.6842105263157894
ADC_Post2_Pre_T2,ADC,Post2,Pre,T2,SVM_RBF,0.7985230868723692,0.0776298598781189,0.7228125,0.8355788688644022,0.1053816907526887,0.795871206733347,0.6833195789717529,0.1184101348475126,0.6842105263157895,0.7068234981392876,0.1053646572710475,0.6728125,0.7310101010101011,0.1759860351937215,0.7,0.8030409356725146,0.1566895307354592,0.765625,0.732899984290418,0.085940852574938,0.7313432835820896,0.6106060606060606,0.2760571133731088,0.58,12.8,12.8,5.6000000000000005,6,16.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,38,4,1.6842105263157894
ADC_Post2_Pre_T2,ADC,Post2,Pre,T2,ExtraTrees,0.7323451420102138,0.1524258187787397,0.6140625000000001,0.8197147705337515,0.1266715744358628,0.7105168383786378,0.6068207155163676,0.1192484667613243,0.6052631578947368,0.6310951621477937,0.1270585047138217,0.606875,0.6822510822510823,0.2087489248859708,0.6666666666666666,0.6167357788410419,0.1756555821480843,0.59375,0.6224951016555214,0.1351554743362241,0.628099173553719,0.6454545454545454,0.2048202419117457,0.62,11.2,11.2,5.1536394906900505,4,14.0,16,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,49,3,1.1428571428571428
